author,location,lat,lon
@ToniRagusa,"Chicago,Illinois,United States of America",41.8373,-87.6861
@treehugger1605,"Fayetteville,Arkansas,United States of America",36.0713,-94.1660
@micphilly,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@averageachiever,"Seattle,Washington,United States of America",47.6211,-122.3244
@PingraPete,"Sarasota,Florida,United States of America",27.3391,-82.5439
@PHXKrystina,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@alefkowits,"Denver,Colorado,United States of America",39.7621,-104.8759
@akilbello,"New York,New York,United States of America",40.6943,-73.9249
@Hajarah513,"Los Angeles,California,United States of America",34.1139,-118.4068
@TheLuceman,"Aberdeen,Washington,United States of America",46.9757,-123.8095
@kc5yti,"Kansas City,Kansas,United States of America",39.1234,-94.7443
@breezega,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@Blocpartyus,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@MRSCONRAD,"Yuma,Arizona,United States of America",32.5991,-114.5488
@reesetheone1,"Chicago,Illinois,United States of America",41.8373,-87.6861
@milloced,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@jerrylin75,"Seattle,Washington,United States of America",47.6211,-122.3244
@GERALYNDOSSAN,"New York,New York,United States of America",40.6943,-73.9249
@rghost57,"Cleveland,Ohio,United States of America",41.4767,-81.6805
@RCHanoi,"Burlington,Vermont,United States of America",44.4877,-73.2314
@patcnews_com,"Los Angeles,California,United States of America",34.1139,-118.4068
@nan70600,"San Francisco,California,United States of America",37.7562,-122.4430
@MadRetiredCop,"Cincinnati,Ohio,United States of America",39.1412,-84.5059
@Fabreeze131,"Chattanooga,Tennessee,United States of America",35.0657,-85.2488
@damejules,"Los Angeles,California,United States of America",34.1139,-118.4068
@vonryansexpress,"Los Angeles,California,United States of America",34.1139,-118.4068
@LeoBloom7,"New York,New York,United States of America",40.6943,-73.9249
@JenCarey__,"Albany,New York,United States of America",42.6664,-73.7987
@jorrzz,"Green Bay,Wisconsin,United States of America",44.5150,-87.9896
@CoreyRadio,"Rochester,New York,United States of America",43.1680,-77.6162
@TammyParry,"Bozeman,Montana,United States of America",45.6828,-111.0548
@CollegeXpress,"Lowell,Massachusetts,United States of America",42.6389,-71.3217
@nkwarikoo,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@makhondlovu,"New York,New York,United States of America",40.6943,-73.9249
@a_mess26,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@dahc4u,"Ocala,Florida,United States of America",29.1803,-82.1495
@KramLaFup,"New York,New York,United States of America",40.6943,-73.9249
@toyamit,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Sherrodzilla,"Houston,Texas,United States of America",29.7868,-95.3905
@Sylygrl1,"New York,New York,United States of America",40.6943,-73.9249
@illogicaljoker,"New York,New York,United States of America",40.6943,-73.9249
@JudyRademacher4,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@LeynaNguyenTV,"Los Angeles,California,United States of America",34.1139,-118.4068
@SconsetCapital,"New York,New York,United States of America",40.6943,-73.9249
@300Becker,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@examity,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@jenoradio,"Flint,Michigan,United States of America",43.0236,-83.6922
@ourmaninchicago,"Chicago,Illinois,United States of America",41.8373,-87.6861
@smerconish,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@not_AHO,"New York,New York,United States of America",40.6943,-73.9249
@drjromeyn,"Los Angeles,California,United States of America",34.1139,-118.4068
@Zenrapture,"Los Angeles,California,United States of America",34.1139,-118.4068
@rukiddingmelolz,"New York,New York,United States of America",40.6943,-73.9249
@Jeffrey33793811,"Shreveport,Louisiana,United States of America",32.4659,-93.7959
@Jummy4NY,"New York,New York,United States of America",40.6943,-73.9249
@ericlgreen,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@bruindeb,"San Bernardino,California,United States of America",34.1412,-117.2936
@Bluesparrow222,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@Ladyjo30,"Columbus,Ohio,United States of America",39.9860,-82.9852
@indrastra,"New York,New York,United States of America",40.6943,-73.9249
@DankwaBrooks,"Baltimore,Maryland,United States of America",39.3051,-76.6144
@Sharonema,"Palm Coast,Florida,United States of America",29.5389,-81.2460
@cabellbrand,"Roanoke,Virginia,United States of America",37.2785,-79.9580
@WintonCapPtnrs,"Dallas,Texas,United States of America",32.7937,-96.7662
@HashtagThatGirl,"Providence,Rhode Island,United States of America",41.8229,-71.4186
@DorothyJGentry,"Dallas,Texas,United States of America",32.7937,-96.7662
@HotBod2525,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@LaurieJasperNH,"Lowell,Massachusetts,United States of America",42.6389,-71.3217
@YourTango,"New York,New York,United States of America",40.6943,-73.9249
@DJNazSD,"San Diego,California,United States of America",32.8312,-117.1226
@Boxer751,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@theglobaluniter,"Orlando,Florida,United States of America",28.4788,-81.3420
@robertleusch,"Cleveland,Ohio,United States of America",41.4767,-81.6805
@thewalkinggreen,"Cincinnati,Ohio,United States of America",39.1412,-84.5059
@Gurdonark,"Dallas,Texas,United States of America",32.7937,-96.7662
@MettlerJessica,"Columbus,Ohio,United States of America",39.9860,-82.9852
@DevilishMermaid,"Fort Pierce,Florida,United States of America",27.4256,-80.3425
@MasYAlgoMas,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@SummerOlives16,"Los Angeles,California,United States of America",34.1139,-118.4068
@SabrinaLetasi,"Tampa,Florida,United States of America",27.9937,-82.4454
@ChiantiRamone,"Kansas City,Missouri,United States of America",39.1239,-94.5541
@patrick_casale,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@Alexa1018,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@PlantLife12,"Winter Haven,Florida,United States of America",28.0122,-81.7018
@BeachKettlebell,"Los Angeles,California,United States of America",34.1139,-118.4068
@wtcgroup,"San Jose,California,United States of America",37.3018,-121.8485
@joe_webmonger,"Boise,Idaho,United States of America",43.6006,-116.2316
@Dr_Asrat,"Los Angeles,California,United States of America",34.1139,-118.4068
@slishcastle,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@Masher07,"Cincinnati,Ohio,United States of America",39.1412,-84.5059
@LeslieMaiko,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@Morrisons70,"New York,New York,United States of America",40.6943,-73.9249
@MarkCMassey,"Tacoma,Washington,United States of America",47.2431,-122.4531
@kellyfentonmn,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@gabverzella,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@AnimatedRoyalty,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@karla_handley,"Detroit,Michigan,United States of America",42.3834,-83.1024
@BlakeLevy6,"West Palm Beach,Florida,United States of America",26.7467,-80.1314
@Mrtimrock,"Los Angeles,California,United States of America",34.1139,-118.4068
@BabsGray,"Los Angeles,California,United States of America",34.1139,-118.4068
@HarganSteve,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@Wtfnancyison,"San Francisco,California,United States of America",37.7562,-122.4430
@drshaneowens,"New York,New York,United States of America",40.6943,-73.9249
@samkap,"Austin,Texas,United States of America",30.3006,-97.7517
@caringdoc35,"Sacramento,California,United States of America",38.5667,-121.4683
@lisabari,"Baltimore,Maryland,United States of America",39.3051,-76.6144
@missashkluttz26,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@mijomojo1,"Tucson,Arizona,United States of America",32.1546,-110.8782
@tango_27,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@littlegirl108,"New York,New York,United States of America",40.6943,-73.9249
@UniHighLibrary,"Urbana,Illinois,United States of America",40.1106,-88.1972
@jsharick,"Columbus,Ohio,United States of America",39.9860,-82.9852
@victoriajbd,"New York,New York,United States of America",40.6943,-73.9249
@mynameiscorey,"South Bend,Indiana,United States of America",41.6771,-86.2692
@carebearbrite,"Durham,North Carolina,United States of America",35.9797,-78.9037
@MikeCummins6,"Everett,Washington,United States of America",47.9524,-122.1670
@CSLooHoo,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@kyleependery,"New York,New York,United States of America",40.6943,-73.9249
@indojuanito,"San Francisco,California,United States of America",37.7562,-122.4430
@LeonKaye,"Fresno,California,United States of America",36.7834,-119.7941
@NOWAY___JOSE,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@RaidermxRivas,"Oceanside,California,United States of America",33.2247,-117.3083
@DGPWorld,"Los Angeles,California,United States of America",34.1139,-118.4068
@ebfruchu,"New York,New York,United States of America",40.6943,-73.9249
@Nickki_G,"Chicago,Illinois,United States of America",41.8373,-87.6861
@MillennialsSuc1,"Myrtle Beach,South Carolina,United States of America",33.7096,-78.8843
@walidmrealtor,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@latimes,"Los Angeles,California,United States of America",34.1139,-118.4068
@DogmaMom,"Los Angeles,California,United States of America",34.1139,-118.4068
@dealbreaker,"New York,New York,United States of America",40.6943,-73.9249
@PaulFromFox5,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@Brad_Nolan,"Chicago,Illinois,United States of America",41.8373,-87.6861
@FastCompany,"New York,New York,United States of America",40.6943,-73.9249
@RootsOfAction,"Seattle,Washington,United States of America",47.6211,-122.3244
@Fyght4Cal,"Los Angeles,California,United States of America",34.1139,-118.4068
@JimEAllen2,"Huntsville,Alabama,United States of America",34.6989,-86.6414
@4allysm,"Reno,Nevada,United States of America",39.5497,-119.8483
@StarChi99719342,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@NoTimeBeYou,"San Jose,California,United States of America",37.3018,-121.8485
@TeachinYoKids,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@mallory_strong,"Houston,Texas,United States of America",29.7868,-95.3905
@FlailingWildly4,"Killeen,Texas,United States of America",31.0754,-97.7293
@LeoDube,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@CarlNyberg312,"Chicago,Illinois,United States of America",41.8373,-87.6861
@deepcow,"Tampa,Florida,United States of America",27.9937,-82.4454
@thenextshot2736,"New York,New York,United States of America",40.6943,-73.9249
@FnFour,"Durham,North Carolina,United States of America",35.9797,-78.9037
@rickbetter26,"Raleigh,North Carolina,United States of America",35.8323,-78.6439
@kelcemom,"Monroe,Louisiana,United States of America",32.5184,-92.0774
@stevespearson,"Chicago,Illinois,United States of America",41.8373,-87.6861
@mckownmi,"Chicago,Illinois,United States of America",41.8373,-87.6861
@TampaxTrump,"Los Angeles,California,United States of America",34.1139,-118.4068
@politicsofJulie,"Chicago,Illinois,United States of America",41.8373,-87.6861
@hummingbird720,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@Thejohnrivera,"Chicago,Illinois,United States of America",41.8373,-87.6861
@LaFupaCabruh,"Irvine,California,United States of America",33.6772,-117.7738
@5sahandful,"Dayton,Ohio,United States of America",39.7797,-84.1998
@MissBoydsClass,"Tuscaloosa,Alabama,United States of America",33.2349,-87.5267
@mmarst99,"San Francisco,California,United States of America",37.7562,-122.4430
@RedCook1980,"Chicago,Illinois,United States of America",41.8373,-87.6861
@MPetchenikWSB,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@Glazetron,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@DonaldStubble12,"Tampa,Florida,United States of America",27.9937,-82.4454
@crouton31,"Chicago,Illinois,United States of America",41.8373,-87.6861
@DR_G_13,"Mobile,Alabama,United States of America",30.6783,-88.1162
@EverydayGene,"Tampa,Florida,United States of America",27.9937,-82.4454
@NYCgirl0817,"New York,New York,United States of America",40.6943,-73.9249
@SEJr1269,"Chicago,Illinois,United States of America",41.8373,-87.6861
@CollegeCandy,"New York,New York,United States of America",40.6943,-73.9249
@chickwerner,"Conroe,Texas,United States of America",30.3220,-95.4807
@Ronkonteeth,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@SluttySlutSlut1,"Baltimore,Maryland,United States of America",39.3051,-76.6144
@blonde_death,"Los Angeles,California,United States of America",34.1139,-118.4068
@rugcernie,"New York,New York,United States of America",40.6943,-73.9249
@DianaMcgee4607,"Wheeling,West Virginia,United States of America",40.0755,-80.6951
@disneybellexoxo,"Orlando,Florida,United States of America",28.4788,-81.3420
@noprezzie2012,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@avanic3,"New York,New York,United States of America",40.6943,-73.9249
@jayewatson,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@Dayton_Mom,"Dayton,Ohio,United States of America",39.7797,-84.1998
@CajunGirlMB,"Oklahoma City,Oklahoma,United States of America",35.4676,-97.5136
@RappinandPimpin,"New York,New York,United States of America",40.6943,-73.9249
@ShorealoneFilms,"Los Angeles,California,United States of America",34.1139,-118.4068
